SampleID	Env	SourceSink	id
WC8Mb	bian	Source	14
WC10Mb	bian	Source	14
WC31Hb	bian	Source	14
WC32Hb	bian	Source	14
WC33Hb	bian	Source	14
WC9Mc	chang	Sink	14
WC8Ml	fei	Source	14
WC10Ml	fei	Source	14
WC31Hl	fei	Source	14
WC32Hl	fei	Source	14
WC33Hl	fei	Source	14
WC8Mc	chang	Source	14
WC10Mc	chang	Source	14
WC31Hc	chang	Source	14
WC32Hc	chang	Source	14
WC33Hc	chang	Source	14
