SampleID	Env	SourceSink	id
WC8Mb	bian	Source	10
WC9Mb	bian	Source	10
WC10Mb	bian	Source	10
WC32Hb	bian	Source	10
WC33Hb	bian	Source	10
W48t24c	chang	Sink	10
WC8Ml	fei	Source	10
WC9Ml	fei	Source	10
WC10Ml	fei	Source	10
WC32Hl	fei	Source	10
WC33Hl	fei	Source	10
WC8Mc	chang	Source	10
WC9Mc	chang	Source	10
WC10Mc	chang	Source	10
WC32Hc	chang	Source	10
WC33Hc	chang	Source	10
