SampleID	Env	SourceSink	id
WC9Mb	bian	Source	1
WC10Mb	bian	Source	1
WC31Hb	bian	Source	1
WC32Hb	bian	Source	1
WC33Hb	bian	Source	1
W12t1c	chang	Sink	1
WC9Ml	fei	Source	1
WC10Ml	fei	Source	1
WC31Hl	fei	Source	1
WC32Hl	fei	Source	1
WC33Hl	fei	Source	1
WC9Mc	chang	Source	1
WC10Mc	chang	Source	1
WC31Hc	chang	Source	1
WC32Hc	chang	Source	1
WC33Hc	chang	Source	1
