SampleID	Env	SourceSink	id
WC8Mb	bian	Source	17
WC9Mb	bian	Source	17
WC10Mb	bian	Source	17
WC31Hb	bian	Source	17
WC33Hb	bian	Source	17
WC32Hc	chang	Sink	17
WC8Ml	fei	Source	17
WC9Ml	fei	Source	17
WC10Ml	fei	Source	17
WC31Hl	fei	Source	17
WC33Hl	fei	Source	17
WC8Mc	chang	Source	17
WC9Mc	chang	Source	17
WC10Mc	chang	Source	17
WC31Hc	chang	Source	17
WC33Hc	chang	Source	17
