SampleID	Env	SourceSink	id
WC8Mb	bian	Source	3
WC9Mb	bian	Source	3
WC31Hb	bian	Source	3
WC32Hb	bian	Source	3
WC33Hb	bian	Source	3
W12t3c	chang	Sink	3
WC8Ml	fei	Source	3
WC9Ml	fei	Source	3
WC31Hl	fei	Source	3
WC32Hl	fei	Source	3
WC33Hl	fei	Source	3
WC8Mc	chang	Source	3
WC9Mc	chang	Source	3
WC31Hc	chang	Source	3
WC32Hc	chang	Source	3
WC33Hc	chang	Source	3
