SampleID	Env	SourceSink	id
WC8Mb	bian	Source	16
WC9Mb	bian	Source	16
WC10Mb	bian	Source	16
WC32Hb	bian	Source	16
WC33Hb	bian	Source	16
WC31Hc	chang	Sink	16
WC8Ml	fei	Source	16
WC9Ml	fei	Source	16
WC10Ml	fei	Source	16
WC32Hl	fei	Source	16
WC33Hl	fei	Source	16
WC8Mc	chang	Source	16
WC9Mc	chang	Source	16
WC10Mc	chang	Source	16
WC32Hc	chang	Source	16
WC33Hc	chang	Source	16
