SampleID	Env	SourceSink	id
WC9Mb	bian	Source	7
WC10Mb	bian	Source	7
WC31Hb	bian	Source	7
WC32Hb	bian	Source	7
WC33Hb	bian	Source	7
W48t21c	chang	Sink	7
WC9Ml	fei	Source	7
WC10Ml	fei	Source	7
WC31Hl	fei	Source	7
WC32Hl	fei	Source	7
WC33Hl	fei	Source	7
WC9Mc	chang	Source	7
WC10Mc	chang	Source	7
WC31Hc	chang	Source	7
WC32Hc	chang	Source	7
WC33Hc	chang	Source	7
