#OTU ID,W12t1b,W12t1c,W12t1l,W12t2b,W12t2c,W12t2l,W12t3b,W12t3c,W12t3l,W12t4b,W12t4c,W12t4l,W12t5b,W12t5c,W12t5l,W12t6b,W12t6c,W12t6l,W48t21b,W48t21c,W48t21l,W48t22b,W48t22c,W48t22l,W48t23b,W48t23c,W48t23l,W48t24b,W48t24c,W48t24l,W48t25b,W48t25c,W48t25l,W48t26b,W48t26c,W48t26l,WC10Mb,WC10Mc,WC10Ml,WC31Hb,WC31Hc,WC31Hl,WC32Hb,WC32Hc,WC32Hl,WC33Hb,WC33Hc,WC33Hl,WC8Mb,WC8Mc,WC8Ml,WC9Mb,WC9Mc,WC9Ml
Zotu2609,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,24,0,0,1,2,0,33,0,0,5,0,0,6,0,0,0,0,0,2,0,6,6,0,0,0,1,0,1,0,0,0,0,4
Zotu261,7,0,0,38,0,0,57,0,0,33,8,0,21,6,1,6,5,0,55,1,2,45,0,1,1,0,1,62,0,0,19,3,0,49,1,2,18,3,0,58,1,0,95,5,0,45,3,0,25,0,0,51,3,0
Zotu2610,6,0,0,6,0,0,15,4,1,1,0,0,6,5,0,6,0,0,1,0,0,7,0,0,4,1,0,3,1,0,9,0,0,7,0,0,1,2,0,0,6,0,5,3,0,1,4,0,0,1,0,3,0,0
Zotu2611,0,2,6,1,2,6,0,0,10,0,0,0,0,0,1,0,0,2,0,6,0,0,3,16,0,0,1,0,1,3,0,1,0,0,1,0,2,0,0,0,1,5,0,2,0,0,5,17,0,1,13,0,1,8
Zotu2612,2,0,0,16,0,0,4,0,0,8,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,1,0,0,9,0,0,30,0,0,2,0,0,0,0,1,0,0,0,0,0,0,13,0,0,9,0,0
Zotu2613,3,1,3,14,2,0,3,2,5,1,5,0,2,1,1,1,2,2,0,2,0,0,0,1,0,2,1,3,1,1,0,7,1,0,3,0,4,6,1,12,6,2,24,3,3,47,1,0,15,3,0,8,3,2
Zotu2614,1,1,0,2,0,0,4,0,0,6,6,1,2,2,0,4,0,0,1,2,0,24,0,0,4,2,0,1,0,0,1,0,0,35,0,0,9,2,1,1,1,0,7,3,0,15,0,0,1,0,0,21,0,0
Zotu2615,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,0,0,47,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2616,0,2,7,0,0,9,0,3,6,0,0,0,0,1,2,0,2,13,0,1,24,0,1,6,0,0,3,1,3,4,0,3,15,0,2,3,0,1,7,0,1,0,0,1,3,0,1,6,0,0,2,0,2,0
Zotu2617,55,0,0,1,0,2,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu2618,45,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,2,1,3
Zotu2619,3,2,1,3,1,0,0,3,0,11,5,0,2,0,0,1,1,1,3,0,0,3,0,0,1,1,0,9,0,1,11,1,0,11,0,0,1,2,0,0,1,0,0,1,0,0,2,0,5,0,0,3,1,0
Zotu262,1,1,0,1,3,2,18,0,1,10,3,1,20,22,0,0,2,0,3,5,0,57,2,0,128,1,2,25,2,0,121,2,0,149,1,0,41,7,0,91,2,0,42,3,0,114,16,0,2,6,0,42,0,0
Zotu2620,6,0,0,0,0,0,3,1,0,10,2,0,14,12,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,1,0,0,0,16,0,0,23,1,0,4,0,0,2,0,0,2,2,0,0,0,0,1,0,0
Zotu2621,0,15,1,0,17,0,0,11,0,0,9,4,0,4,0,0,9,0,0,1,1,0,0,0,0,1,1,0,0,10,0,0,0,0,11,0,0,5,1,0,1,0,0,15,0,0,10,0,0,21,0,0,20,4
Zotu2622,0,0,0,29,0,0,3,0,0,1,0,0,2,0,0,6,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,2,0,0,5,0,0,0,0,0
Zotu2623,0,1,0,0,5,14,0,2,14,0,6,0,0,5,0,0,2,2,0,3,0,0,1,5,0,8,7,1,1,4,0,3,0,0,4,18,0,7,7,0,16,0,1,3,0,0,0,7,0,8,6,0,2,1
Zotu2624,0,0,8,0,0,9,0,1,4,0,0,17,0,0,7,0,0,0,0,0,1,0,0,9,0,0,0,0,0,3,0,2,0,0,0,6,0,0,0,0,0,14,0,0,12,0,0,1,0,0,9,0,3,0
Zotu2625,0,3,12,0,2,3,0,1,7,0,2,8,0,1,8,0,2,14,0,11,13,0,2,1,1,0,12,0,0,11,0,2,6,0,2,5,0,0,7,0,2,26,0,1,6,0,2,14,0,4,12,0,5,6
Zotu2626,1,1,0,0,0,0,0,0,0,0,2,0,0,0,9,0,1,2,0,0,31,0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1,14,0,2,0
Zotu2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,41,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu2628,5,1,0,17,0,0,3,0,0,3,2,0,1,0,0,1,0,0,1,0,0,3,0,0,4,0,0,16,0,0,11,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Zotu2629,9,0,0,15,0,0,32,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,10,0,0,9,0,0,0,0,0,0,0,0
Zotu263,248,0,3,5,4,1,3,0,4,5,0,0,3,5,0,16,4,0,19,4,0,5,0,3,34,1,2,4,6,6,12,0,2,103,0,2,94,2,0,1,2,5,14,2,1,9,2,1,1,1,4,3,1,1
Zotu2630,7,1,0,16,1,1,18,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,5,3,1,2,0,1,0,0,0,13,0,0,19,3,1
Zotu2631,1,11,3,0,6,3,0,12,2,0,2,2,0,1,9,0,15,6,1,10,3,0,17,6,1,5,0,0,13,1,0,8,0,0,3,2,0,8,0,0,17,2,1,7,2,0,12,3,1,13,7,0,5,2
Zotu2632,7,0,0,1,0,0,7,0,3,4,1,0,0,3,1,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,0,0,7,0,0,0,0,0,1,0,2,1,0,0
Zotu2633,0,1,5,0,4,1,0,1,16,0,1,2,0,1,5,0,0,3,0,0,8,0,0,10,0,1,6,0,2,4,0,0,0,0,0,7,0,2,6,0,0,12,1,2,5,0,0,2,0,0,4,0,4,14
Zotu2634,0,4,0,1,7,0,0,6,0,0,2,0,0,1,0,0,7,0,0,4,0,0,32,4,0,2,0,0,2,0,0,1,5,0,4,1,0,3,0,0,5,1,0,6,3,0,1,0,2,6,3,0,2,1
Zotu2635,3,0,0,3,0,0,1,0,0,42,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,7,0,0,4,1,0,1,1,0,12,0,0,10,0,0,15,0,0,8,0,0,3,0,0
Zotu2636,0,0,4,0,2,1,1,5,7,0,3,0,1,1,1,0,4,2,0,4,6,0,39,0,1,15,0,0,5,0,0,4,0,0,6,0,0,2,2,1,2,0,0,5,4,1,10,1,0,4,12,1,0,11
Zotu2637,0,2,6,0,1,5,0,1,7,0,0,6,0,0,2,0,1,2,0,0,12,0,1,11,0,0,10,0,2,4,0,0,3,0,0,3,0,0,15,0,0,8,0,2,4,0,5,4,0,0,12,0,3,13
Zotu2638,2,1,0,11,3,0,1,0,0,6,0,0,1,0,0,4,0,0,2,0,0,4,0,0,7,0,0,13,0,0,17,1,0,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,3,0,0
Zotu2639,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,4,0,0,21,0,0,3,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu264,0,19,7,37,52,18,1,12,1,2,10,11,0,7,11,4,24,8,0,12,3,1,28,11,7,12,9,119,20,5,166,11,12,2,4,7,2,21,13,3,27,6,0,23,7,4,23,7,6,15,7,2,8,11
Zotu2640,0,17,0,0,1,0,2,12,1,0,3,0,0,2,1,0,19,0,0,12,0,0,23,0,0,15,0,0,6,0,0,18,2,0,23,0,0,8,0,0,17,0,0,18,2,0,17,0,0,13,0,0,7,0
Zotu2641,11,0,0,6,0,0,7,0,0,17,0,0,18,0,0,4,0,0,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,6,0,0,10,0,0,1,0,0,0,0,0,24,0,0
Zotu2642,1,5,1,0,5,2,1,3,2,0,2,0,0,3,0,0,13,3,0,7,2,0,5,9,0,4,0,0,8,0,0,4,1,0,1,3,0,5,0,0,5,0,0,7,0,0,6,1,1,7,4,0,7,0
Zotu2643,0,1,0,0,0,0,0,0,0,0,1,0,29,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2644,0,3,0,0,5,6,0,1,1,0,1,3,0,2,2,0,1,2,0,2,43,0,0,8,0,0,8,0,0,12,0,14,0,0,1,6,0,1,5,0,1,7,0,7,1,0,3,11,0,1,5,0,1,7
Zotu2645,0,0,0,7,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,35,1,0,1,0,0,2,0,0,2,0,0,0,0,0,3,0,0,2,0,0,1,0,0,1,0,0
Zotu2646,3,1,0,8,0,0,2,0,0,7,0,0,2,1,0,9,0,0,3,0,0,1,0,0,8,0,0,2,0,0,1,3,0,5,0,0,2,1,0,0,0,0,1,0,0,0,0,0,5,0,0,2,0,0
Zotu2647,1,8,10,0,9,0,0,5,0,0,4,6,0,0,0,0,3,0,0,2,4,0,5,0,0,3,9,0,1,0,2,13,13,0,3,0,0,7,0,0,5,0,0,6,6,1,2,0,0,2,4,0,6,5
Zotu2648,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,23,0,1,4,3,0,14,1,0,23,2,0,10,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0
Zotu2649,30,0,0,0,0,0,9,0,0,0,0,0,4,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19,0,0,1,3,0,0,0,0,1,0,0,1,0,0
Zotu265,3,0,0,20,3,0,54,1,2,39,19,1,25,16,0,6,4,2,32,0,0,50,0,2,1,1,2,41,0,0,13,1,0,54,0,0,32,2,0,46,0,0,109,1,0,46,9,0,33,0,1,50,6,0
Zotu2650,0,6,0,0,0,0,0,8,2,0,5,1,1,2,0,1,12,1,0,16,1,2,9,3,0,7,8,1,6,0,0,1,1,0,5,4,1,6,0,0,4,3,0,4,2,0,4,1,0,9,16,0,2,7
Zotu2651,3,1,0,4,2,0,3,0,1,3,1,0,1,0,0,5,0,0,8,2,0,5,0,0,3,0,0,0,4,0,4,0,0,5,0,0,2,0,0,7,0,0,5,1,0,33,3,0,46,0,0,9,0,0
Zotu2652,0,2,0,4,18,0,0,2,1,0,5,0,0,0,2,3,2,0,0,1,0,0,0,1,1,1,0,21,1,0,0,0,0,0,3,0,0,1,1,0,0,4,0,1,1,0,3,1,0,0,1,0,4,3
Zotu2653,1,5,1,0,3,13,0,0,1,0,1,3,0,2,8,0,2,1,1,4,1,0,2,6,0,6,0,0,5,4,1,0,9,0,2,12,1,2,14,0,6,9,1,0,0,0,5,1,0,6,0,0,2,9
Zotu2654,2,0,1,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,2,0,1,9,0,0,25,0,0,37,0,0,5,0,0,0,0,0,13,0,0,3,0,0,7,0,0,0,0,0,0,0,0
Zotu2655,1,0,0,0,0,0,0,0,0,18,4,0,1,0,1,0,1,0,4,3,0,0,0,2,1,0,0,12,0,0,13,2,0,16,0,0,12,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu2656,1,3,2,11,0,0,1,0,0,0,0,0,0,0,0,6,1,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,2,0,0,2,0,9,1,0
Zotu2657,0,0,1,0,0,0,1,0,0,5,0,0,4,0,0,0,0,2,3,0,0,32,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Zotu2658,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,7,9,0,0,1,1,21,5,0,8,2,1,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0
Zotu2659,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,9,0,1,27,0,0,6,0,0,16,1,0,27,1,0,22,0,0,1,0,0,2,1,0,0,0,0,3,0,0,0,0,0,1,1,0
Zotu266,50,0,0,91,2,0,13,0,0,72,28,0,31,17,0,43,1,0,0,0,0,0,2,2,2,0,0,0,2,0,0,2,0,2,0,0,10,2,0,56,2,0,25,1,0,21,3,2,44,0,0,48,0,0
Zotu2660,0,0,4,0,0,5,0,0,4,0,0,10,0,0,6,0,0,12,0,4,0,0,0,16,0,1,13,0,0,6,0,0,7,0,0,5,0,0,5,0,0,2,0,0,8,1,0,26,0,0,8,0,0,4
Zotu2661,0,5,3,0,6,6,0,1,9,0,10,12,0,2,0,0,5,0,0,3,3,0,2,0,0,12,5,0,11,6,0,5,4,0,12,13,1,14,13,1,7,2,0,10,1,0,3,3,0,6,25,0,7,9
Zotu2662,0,9,4,0,8,8,0,6,7,0,1,5,0,4,1,0,12,7,0,10,4,0,3,1,0,10,1,0,7,1,0,9,11,0,1,1,2,5,1,0,7,6,0,6,3,0,9,6,0,10,1,0,0,0
Zotu2663,1,0,0,0,0,0,0,0,0,37,4,0,0,1,0,2,0,0,0,0,0,1,0,3,0,0,0,1,0,0,5,0,0,1,0,0,2,0,0,15,0,0,7,0,0,5,0,0,3,0,0,2,0,0
Zotu2664,5,0,0,13,0,0,6,0,0,6,1,0,0,0,0,10,0,0,4,0,0,6,0,0,5,0,0,7,0,0,10,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0
Zotu2665,0,8,0,0,0,23,0,0,0,1,3,5,0,1,0,0,2,0,1,1,109,0,2,22,1,1,0,1,0,0,0,5,2,0,1,0,0,6,0,0,5,10,0,2,0,0,0,0,0,1,1,0,0,0
Zotu2666,0,10,4,1,2,3,0,0,6,0,7,10,0,6,2,0,2,0,0,3,0,1,1,0,0,8,5,0,1,4,0,2,7,0,7,0,0,10,9,0,9,6,0,4,10,0,6,7,1,16,11,0,1,9
Zotu2667,3,2,0,2,5,0,6,0,0,5,0,0,4,1,0,4,3,7,2,0,1,6,2,0,1,0,0,3,1,0,9,0,5,2,0,0,1,2,0,5,3,0,2,2,0,2,0,0,6,2,0,2,0,0
Zotu2668,0,3,0,0,5,6,0,3,4,0,3,1,0,2,15,0,1,5,0,3,0,0,3,3,0,8,2,0,6,7,1,4,1,0,5,6,0,7,6,0,4,17,0,8,21,0,13,5,0,0,3,1,5,1
Zotu2669,0,0,0,0,0,0,2,0,0,0,0,0,7,3,0,0,0,0,1,3,0,25,2,0,1,0,0,0,0,0,1,0,0,8,0,0,14,0,0,13,0,0,2,0,0,9,8,0,3,0,0,11,3,0
Zotu267,5,9,9,44,65,17,3,9,4,0,11,5,2,10,11,3,21,8,2,18,6,2,14,7,4,19,7,125,10,7,189,11,6,1,9,8,1,14,13,2,12,7,1,19,9,1,15,14,5,17,8,1,12,32
Zotu2670,3,0,0,0,0,1,8,0,0,0,0,0,19,7,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,2,0,0,5,0,0,0,0,0
Zotu2671,1,6,5,0,1,0,0,2,1,1,1,7,0,2,6,0,7,0,0,3,0,1,3,1,0,10,5,0,3,3,1,5,3,0,2,0,0,9,5,1,2,4,0,3,0,0,9,21,3,6,18,2,4,8
Zotu2672,0,6,4,0,11,4,0,2,2,0,4,3,0,1,9,0,4,0,0,5,2,1,0,1,0,3,8,0,0,4,0,4,1,0,13,4,0,9,1,0,5,6,2,3,0,0,4,1,0,3,0,1,6,2
Zotu2673,1,0,0,0,0,6,0,0,6,0,0,6,0,0,2,0,2,3,0,1,10,0,0,0,0,0,6,0,2,7,0,0,0,0,1,4,0,3,10,0,0,14,0,0,0,0,4,0,1,1,0,0,1,25
Zotu2674,0,1,0,0,4,3,0,2,16,0,7,0,0,1,0,1,5,4,0,1,0,1,2,1,0,4,10,0,3,12,0,0,0,0,3,22,0,4,10,0,8,1,0,3,0,0,0,4,0,4,3,0,3,0
Zotu2675,0,0,13,0,1,3,0,0,6,0,0,1,0,0,6,0,0,6,0,4,11,0,0,6,0,1,15,0,0,0,0,1,12,0,2,12,0,0,13,0,0,2,0,1,3,1,0,13,0,3,11,0,4,8
Zotu2676,0,0,0,0,0,0,0,0,0,0,0,0,21,30,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2677,0,7,0,1,6,8,0,3,0,0,2,0,0,4,1,0,7,0,0,3,0,2,1,0,0,11,0,0,11,1,0,7,0,0,4,0,0,1,1,0,8,9,0,6,3,1,8,1,0,9,0,1,9,1
Zotu2678,17,0,0,0,0,0,18,0,0,1,1,0,17,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,5,0,2,0,1,4,0,0,3,0,0,95,0,0,8,0,0
Zotu2679,1,0,0,7,1,0,10,0,0,0,0,0,0,0,0,7,0,8,5,1,0,11,0,0,10,0,0,3,0,0,2,0,0,7,0,0,16,1,0,0,0,0,0,0,0,0,0,0,44,0,0,3,1,1
Zotu268,0,9,22,0,7,38,0,4,34,0,10,43,0,2,23,0,3,32,0,14,7,0,4,22,2,7,45,0,12,36,0,8,48,0,6,21,0,1,61,0,15,42,1,8,11,0,13,48,0,17,77,0,12,32
Zotu2680,16,0,0,7,0,0,2,0,0,0,0,0,3,6,0,18,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,8,1,0,7,0,0
Zotu2681,4,0,0,1,0,0,32,2,0,2,0,0,0,0,0,6,4,0,3,0,0,0,0,0,0,0,0,1,0,0,10,0,0,1,0,0,0,1,0,4,1,0,1,1,0,0,1,0,0,2,0,2,0,0
Zotu2682,0,0,14,0,4,0,0,0,0,0,0,0,1,2,5,0,1,6,0,4,0,0,4,0,0,4,7,1,2,2,0,4,0,0,3,2,0,3,0,0,6,0,0,5,0,1,5,0,0,1,3,0,1,3
Zotu2683,0,8,2,0,12,2,0,2,0,0,2,1,1,1,6,0,3,0,0,3,1,1,2,4,1,6,0,0,1,2,0,7,0,0,0,4,0,6,1,0,4,0,0,10,10,0,6,0,0,3,2,0,4,2
Zotu2684,1,0,0,3,1,0,7,0,0,0,0,0,0,0,0,7,0,1,5,0,0,8,0,0,6,0,0,1,0,0,11,0,0,2,1,0,16,1,0,0,0,0,0,0,0,0,0,0,36,1,1,4,0,0
Zotu2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
Zotu2686,6,2,0,14,0,3,19,0,0,0,0,1,4,4,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,3,0,2,2,0,2,1,3,1,1,1,0,7,4,0,2,2,0,11,0,1,0,1,1
Zotu2687,3,0,0,8,2,0,38,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0
Zotu2688,52,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu2689,0,1,0,0,1,0,0,0,0,0,2,0,0,1,2,2,0,0,0,7,0,0,3,0,0,7,0,41,0,0,191,1,0,0,0,0,0,1,0,3,1,4,1,4,0,0,3,0,1,2,0,1,0,6
Zotu269,19,1,0,0,2,0,32,12,1,43,16,1,2,10,1,49,5,9,50,1,0,42,6,1,4,3,0,63,11,0,19,3,0,24,2,0,13,1,0,33,1,0,20,0,2,46,4,1,15,1,0,44,11,1
Zotu2690,1,2,0,3,0,0,2,0,0,1,0,0,0,1,0,2,0,0,6,0,0,18,0,0,2,0,0,3,0,0,1,0,0,2,0,0,4,0,0,1,0,0,0,3,1,0,0,3,10,0,0,3,0,0
Zotu2691,7,0,0,6,0,0,6,0,0,3,1,0,9,0,0,9,1,0,6,2,0,13,2,0,14,0,0,2,0,0,4,1,0,5,0,0,5,1,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0
Zotu2692,0,1,8,0,0,0,0,0,6,0,0,4,0,0,13,0,3,0,0,0,14,0,2,0,0,1,1,0,1,7,0,0,5,0,2,4,1,3,4,0,0,1,0,1,11,0,2,0,0,2,4,0,1,2
Zotu2693,0,1,3,0,8,6,1,1,4,0,7,8,0,2,9,1,6,2,0,3,1,0,4,8,0,7,2,0,6,15,0,7,1,0,5,4,0,4,3,0,5,1,0,7,7,0,12,10,0,2,1,1,2,0
Zotu2694,0,3,4,0,0,0,0,0,2,0,1,0,0,0,3,0,3,0,0,7,2,0,5,17,0,1,1,0,3,6,0,0,11,0,7,7,0,4,1,0,5,1,0,5,0,0,0,3,0,1,0,0,0,0
Zotu2695,0,0,5,0,3,8,0,0,5,0,0,3,0,0,0,0,0,0,0,7,1,0,0,7,0,0,7,0,0,4,0,3,5,0,0,6,0,0,5,0,0,0,0,0,9,0,0,3,0,1,0,0,1,0
Zotu2696,15,1,0,5,0,0,3,1,0,2,0,0,3,4,0,17,1,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,0,0,4,0,0
Zotu2697,1,9,2,0,1,1,0,2,12,2,1,4,2,3,0,0,9,4,1,2,1,1,6,1,1,12,0,1,8,8,0,13,2,0,0,2,10,6,4,3,4,0,93,7,0,1,4,0,0,6,2,0,2,5
Zotu2698,0,0,0,0,0,0,0,0,0,0,0,0,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Zotu2699,0,8,0,1,8,0,0,8,1,0,4,1,0,3,0,0,12,0,0,17,0,0,17,0,0,14,0,0,11,0,1,11,0,0,8,1,1,14,0,0,9,0,0,5,0,0,9,0,0,8,0,0,5,0
Zotu27,20,5,0,5,2,0,28,10,1,142,39,4,408,36,0,5,5,0,30,0,1,106,4,0,25,1,1,1,1,0,7,1,0,11,2,0,87,6,0,0,0,0,2,4,0,2,1,0,29,4,0,36,0,0
Zotu270,34,0,3,91,1,0,93,0,0,9,4,0,0,0,5,37,1,0,64,0,0,31,4,0,1,3,0,22,3,0,41,4,1,90,1,0,26,6,0,3,2,0,0,2,2,1,3,0,32,0,1,26,0,2
Zotu2700,0,3,1,0,3,0,0,5,4,0,0,7,0,6,2,0,7,11,0,2,2,0,0,2,0,5,6,0,1,4,0,5,7,0,5,3,0,1,8,0,4,4,0,1,3,0,3,0,0,6,7,0,2,0
Zotu2701,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
Zotu2702,6,0,0,7,0,0,11,0,0,4,1,1,2,0,0,8,0,0,24,0,0,4,0,0,1,0,0,2,0,0,5,1,0,14,0,0,8,1,0,0,0,0,0,1,0,1,0,0,7,0,0,8,1,0
Zotu2703,2,0,0,4,3,0,5,0,0,2,1,1,0,1,0,37,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,0,0,8,0,0,0,0,0
Zotu2704,8,3,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,4,0,16,4,0,1,0,0,0,0,0,1,0,5,0,1,0,12,3,0,0,2,0,14,1,0,0,1,1,0,2,2
Zotu2705,1,5,5,0,8,5,0,1,3,0,4,6,0,6,4,0,8,13,0,10,6,0,8,0,0,5,2,0,5,1,0,13,16,0,4,8,0,9,0,0,23,4,0,5,7,0,17,8,0,10,5,0,4,3
Zotu2706,0,0,0,0,0,0,0,0,0,0,33,0,0,16,0,0,3,0,0,1,1,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0
Zotu2707,0,0,0,10,0,0,11,0,0,4,0,0,0,0,0,4,0,0,16,0,0,3,1,1,6,0,0,1,0,0,5,0,0,8,0,0,9,2,0,0,0,0,0,0,0,0,0,0,45,1,0,3,0,0
Zotu2708,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,44,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Zotu2709,0,8,0,0,2,1,0,3,22,0,4,0,0,3,0,0,5,0,1,4,0,1,3,0,0,6,0,1,6,0,0,16,1,0,1,17,0,2,0,0,7,0,0,4,2,1,12,0,0,3,1,1,2,1
Zotu271,1,2,3,2,3,9,1,3,4,0,9,6,2,0,2,0,2,4,0,3,6,1,3,2,211,4,5,4,3,2,10,8,5,1,5,1,2,5,4,1,2,5,2,1,2,4,3,2,2,0,2,0,1,6
Zotu2710,7,0,0,1,0,0,3,0,0,9,0,0,8,2,0,12,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,2,0,3,1,1,0,0,0,33,0,0,2,0,0,10,0,0,0,0,0,2,1,0
Zotu2711,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,35,1,0,1,0,0,25,0,0,5,0,0,7,0,0,1,0,0,3,0,8,7,1,0,3,1,0,0,0,0,1,1,4
Zotu2712,0,0,0,1,2,0,0,2,1,1,2,0,0,0,0,0,0,1,8,1,0,5,5,1,16,1,0,0,0,3,11,1,1,17,0,0,0,0,1,0,1,1,1,0,2,0,0,1,0,0,1,0,0,0
Zotu2713,2,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,0,0,11,0,0,5,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0
Zotu2714,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24,0,0,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,4,1,0,1,0,0,0,0,1
