#OTU ID,W12t1b,W12t1c,W12t1l,W12t2b,W12t2c,W12t2l,W12t3b,W12t3c,W12t3l,W12t4b,W12t4c,W12t4l,W12t5b,W12t5c,W12t5l,W12t6b,W12t6c,W12t6l,W48t21b,W48t21c,W48t21l,W48t22b,W48t22c,W48t22l,W48t23b,W48t23c,W48t23l,W48t24b,W48t24c,W48t24l,W48t25b,W48t25c,W48t25l,W48t26b,W48t26c,W48t26l,WC10Mb,WC10Mc,WC10Ml,WC31Hb,WC31Hc,WC31Hl,WC32Hb,WC32Hc,WC32Hl,WC33Hb,WC33Hc,WC33Hl,WC8Mb,WC8Mc,WC8Ml,WC9Mb,WC9Mc,WC9Ml
Zotu1,173,5,1,297,23,3,136,7,7,5,1,8,71,36,3,599,23,12,567,10,0,535,14,0,51,12,0,266,11,0,82,9,0,461,9,2,265,21,1,197,4,3,58,5,0,132,8,1,142,4,2,366,3,3
Zotu10,32,10,2,8,1,1,51,16,1,202,71,8,548,69,2,1,5,2,45,0,1,160,5,0,26,1,5,1,0,0,6,3,0,9,4,0,124,9,1,2,1,0,2,3,1,3,2,0,57,3,2,53,1,0
Zotu100,1,4,10,3,3,11,0,3,4,1,24,4,1,2,0,0,3,6,1,0,2,2,5,3,370,7,3,5,5,0,9,7,8,0,4,4,2,10,3,5,2,8,10,6,1,16,5,6,2,1,8,1,1,7
Zotu1000,0,1,2,2,2,0,2,1,2,7,3,0,1,2,2,1,0,2,15,2,0,0,0,2,2,0,0,91,2,0,3,2,0,4,10,1,1,2,0,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0
Zotu10000,0,1,1,0,17,0,0,0,1,0,5,0,0,8,0,0,3,0,0,0,0,0,4,0,0,3,0,1,5,0,0,4,11,0,1,0,1,4,0,0,4,0,0,15,0,0,4,0,0,21,0,1,14,0
Zotu10001,2,0,0,1,7,1,2,7,0,1,8,23,3,2,22,0,3,12,2,20,6,0,6,0,4,8,1,0,10,6,1,24,0,0,7,0,3,7,28,8,2,37,2,6,2,5,7,1,1,1,1,3,4,7
Zotu10002,0,0,0,2,2,0,17,1,2,0,0,0,1,4,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,8,1,7,0,2,0,1,2,0,0,0,0,6,0,1,11,0,0
Zotu10003,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,0,0,0,0,0,0,31,0,0,0,0,21,0,0,6,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0
Zotu10004,1,0,1,0,0,0,1,0,0,6,2,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,0,0
Zotu10005,0,1,1,0,2,0,0,1,6,0,0,2,0,0,0,0,1,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,4,0,1,0,0,0,0,0,0,0
Zotu10006,0,0,0,0,0,0,0,2,0,0,1,2,0,0,3,0,1,0,0,5,1,0,0,11,0,6,1,0,1,3,0,0,0,0,4,0,0,3,5,0,3,0,0,3,15,0,4,4,0,1,3,0,1,0
Zotu10007,0,3,0,0,1,0,0,0,0,0,2,3,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,2,0,0,3,2,0,4,0,0,1,0,0,0,0,0,1,0
Zotu10008,0,2,3,0,0,3,0,1,0,0,4,0,0,0,3,0,2,0,0,5,0,2,2,0,1,1,0,0,1,0,5,5,0,1,3,1,0,1,3,0,1,0,0,0,0,0,0,6,0,1,1,0,1,0
Zotu10009,3,0,0,1,0,0,2,0,0,0,0,0,0,1,0,3,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Zotu1001,0,0,0,0,0,0,0,5,0,39,11,0,9,1,0,0,0,0,1,0,0,1,0,0,48,0,0,14,3,0,0,0,0,6,0,0,4,2,0,0,1,0,2,0,0,2,0,0,0,0,0,4,3,1
Zotu10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10011,0,0,0,1,0,0,0,3,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,4,0,4,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0
Zotu10012,0,0,0,0,0,33,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,6,0
Zotu10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu10014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,10,0,0,0,0
Zotu10015,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0
Zotu10016,0,1,0,0,0,16,0,6,4,0,0,0,0,0,0,0,2,0,0,10,2,0,0,0,0,7,0,0,3,0,0,0,0,0,1,0,0,2,3,0,4,0,0,1,2,1,0,0,0,1,0,0,0,0
Zotu10017,0,1,0,0,2,1,0,0,0,0,4,1,0,0,0,0,4,0,0,8,0,0,7,0,0,6,0,0,10,0,0,1,0,0,9,0,0,5,0,0,9,1,0,14,2,2,6,0,0,8,0,0,6,0
Zotu10018,0,1,1,2,0,0,1,1,0,2,0,1,1,1,0,0,0,4,0,0,0,2,3,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,5,4,0,0,1,0,1,9,1,0,0,0,1,1,1,0
Zotu10019,0,1,0,0,1,1,0,5,2,0,0,0,0,1,0,0,1,2,0,0,1,0,0,2,0,0,2,0,0,0,0,1,4,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0
Zotu1002,0,7,12,1,2,6,2,6,5,0,1,12,1,5,18,0,11,1,1,15,0,0,27,5,0,10,0,1,10,0,1,6,1,1,13,1,0,13,3,0,15,5,0,9,1,1,5,9,2,15,14,0,6,1
Zotu10020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,18,0,0,0,0,0,14,0,0,0,0,0,5,0,0,4,2,0,1,0,2,43,0,0,26,0,1,43,16,0,0,0,0,2,20,0
Zotu10021,0,2,0,0,1,8,0,1,36,2,8,1,0,0,1,0,6,29,0,2,0,0,3,1,0,3,46,0,1,0,0,22,0,0,4,16,1,5,0,0,11,0,2,8,0,1,7,17,0,9,1,0,6,1
Zotu10022,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,0
Zotu10023,0,0,15,0,7,2,0,0,6,0,0,4,0,2,0,0,0,9,0,1,1,0,3,0,0,3,0,0,4,1,0,1,0,0,1,3,0,0,0,0,1,1,0,0,2,0,0,2,1,0,0,0,0,11
Zotu10024,0,0,3,0,0,1,0,0,1,0,0,7,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1,0,1,0
Zotu10025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,2,0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
Zotu10026,0,0,0,0,8,0,0,0,36,0,6,1,0,4,0,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,6,0,0,0,0,0,5,0,1,0,0,0,11,0,0,1,0,0,8,0,1,0,0
Zotu10027,0,2,2,0,0,4,0,1,3,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
Zotu10028,0,0,0,0,0,0,0,0,1,0,2,0,0,0,11,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,8
Zotu10029,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,4,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Zotu1003,20,0,0,6,0,0,38,0,0,0,0,0,27,23,1,0,0,2,3,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,24,2,0,99,0,0,90,0,0,2,3,0,4,0,1,1,0,0
Zotu10030,0,0,0,0,10,0,0,2,0,0,0,1,0,0,4,0,2,0,0,2,0,0,0,0,0,2,0,0,3,2,0,1,0,0,7,0,0,0,4,0,2,0,0,3,4,0,2,0,0,0,8,0,1,0
Zotu10031,0,8,0,0,0,0,0,0,0,0,0,24,0,0,1,0,6,9,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,1,0,1,1,0,3,0,0,0,0,1,7,0,0,0,21,0,6,0
Zotu10032,0,0,23,0,13,4,0,3,0,0,15,0,0,8,0,0,15,0,0,2,0,0,4,0,0,0,0,0,4,0,0,27,0,1,11,0,0,29,6,0,12,0,0,0,0,0,11,0,0,7,0,0,12,21
Zotu10033,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,4,0,0,1,0,0,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0
Zotu10034,0,5,17,1,0,2,0,3,25,0,2,3,0,0,10,0,6,6,0,4,2,0,3,0,0,3,7,0,4,2,0,5,0,0,2,5,0,3,7,0,3,7,0,9,0,1,8,13,0,5,0,0,12,0
Zotu10035,10,0,0,3,0,1,12,1,0,6,1,0,8,1,1,6,2,0,1,0,0,6,0,2,3,0,0,1,2,0,3,0,0,2,0,0,2,1,0,3,0,1,2,0,0,0,0,0,3,0,1,2,0,0
Zotu10036,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,89,0,18,0,0,1,0,0,9,36,0,0,1,0,1,125,0,3,135,0,0,0,0,0,74,0,9,0,0,0,0,0,0,0,0,0,68
Zotu10037,0,0,5,0,0,1,0,1,3,0,0,0,0,0,3,0,4,1,0,1,1,0,0,1,0,1,1,0,0,2,0,1,2,0,0,6,0,0,0,0,0,0,0,0,6,0,0,3,0,0,1,0,3,1
Zotu10038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,4
Zotu10039,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,4,3,0,3,0,0,3,0,0,1,0,0,0,5,1,1,0,0,0,0,0,3,9,0,0,0
Zotu1004,0,32,0,1,14,0,0,17,0,0,13,1,0,1,1,0,24,1,0,26,1,0,10,1,0,37,0,1,19,0,0,9,0,0,14,0,0,26,0,1,17,0,0,6,1,0,20,0,1,16,1,0,18,0
Zotu10040,0,2,0,0,1,4,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,11,0,1,0,0,1,0,0,0,9,0,1,9,0,1,5,0,5,0,0,2,1
Zotu10041,0,2,0,0,1,0,0,0,3,0,0,2,0,1,2,0,0,1,0,0,1,0,1,0,0,2,4,0,1,1,0,0,0,1,4,0,0,1,1,0,0,1,0,0,0,0,2,1,1,0,4,0,1,2
Zotu10042,0,10,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,6,0,0,0
Zotu10043,0,3,27,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,1,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Zotu10044,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,2,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,1
Zotu10045,0,0,0,0,1,0,0,80,0,0,0,0,0,0,1,0,1,0,0,0,0,1,22,0,0,2,0,0,59,0,0,0,0,0,0,0,0,0,12,0,3,5,0,0,0,0,1,0,0,0,0,0,11,0
Zotu10046,0,1,5,0,0,0,0,0,0,0,0,0,1,0,3,2,3,0,0,1,0,0,1,0,0,0,3,0,2,7,0,0,2,0,2,0,0,1,2,0,1,3,0,2,1,2,0,0,0,2,0,0,0,2
Zotu10047,0,0,0,0,0,0,3,0,1,0,0,0,4,2,0,1,0,0,36,0,1,2,0,0,1,0,2,0,0,0,1,0,1,6,5,5,1,0,1,2,2,0,0,0,0,0,0,0,1,0,2,54,0,0
Zotu10048,0,0,0,1,0,0,16,0,0,0,0,1,0,1,9,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Zotu10049,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,8,0,0,3,0,0,0,0,0,3,0,0,1,5,0,3,0,0,3,0,0,3,0,0,6,0
Zotu1005,0,12,9,0,13,26,1,14,1,0,8,9,1,4,5,0,9,1,2,16,2,2,27,4,1,6,5,0,14,11,1,10,15,2,23,0,0,20,7,1,27,7,0,14,6,0,20,9,0,14,3,1,8,4
Zotu10050,0,0,7,0,0,1,1,0,0,0,2,2,0,0,3,0,3,0,0,7,0,0,2,2,0,1,1,0,2,2,0,5,0,0,3,2,0,5,3,0,1,5,2,0,1,0,0,3,0,1,0,0,2,1
Zotu10051,5,0,0,0,0,0,2,0,0,1,5,0,2,2,0,1,3,0,0,0,0,2,1,0,4,0,0,0,0,0,10,1,0,3,2,0,1,0,0,7,0,0,4,0,0,0,0,0,1,0,0,3,0,0
Zotu10052,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,1,0,1,0,0,0,0,4
Zotu10053,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Zotu10054,0,0,7,0,1,0,0,0,2,0,3,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0
Zotu10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10056,1,0,1,0,1,4,0,0,3,0,3,0,2,0,6,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,1,0,0,0,2,1,0,2,1,0,2,0,2,0,3,0,1,1,0,1,0,0,0,0
Zotu10057,0,8,0,0,14,0,0,9,0,0,5,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,10,0,0,5,0,0,3,0,0,4,0,0,14,3,0,3,0,0,22,0
Zotu10058,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10059,0,2,3,0,16,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,6,0,0,2,0,0,1,0
Zotu1006,9,3,4,29,2,2,3,2,2,6,2,1,8,1,1,22,1,1,8,1,2,3,4,5,2,1,5,2,4,4,2,8,2,3,6,1,11,2,1,13,1,4,36,3,4,62,8,0,6,8,0,53,2,3
Zotu10060,0,9,37,0,7,0,0,0,0,0,14,3,1,5,1,0,6,0,2,1,2,0,1,0,0,10,0,0,11,0,0,1,0,0,1,1,0,10,28,0,9,1,0,11,46,1,0,0,1,3,1,0,5,3
Zotu10061,0,0,0,0,10,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Zotu10062,0,3,3,0,6,0,0,6,0,0,5,0,0,0,3,0,1,0,0,0,0,0,2,4,0,0,0,0,2,0,0,1,0,0,7,0,0,0,0,0,4,0,0,2,0,0,1,4,0,1,0,0,2,0
Zotu10063,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10064,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10066,0,0,0,0,0,27,0,0,0,0,0,0,0,0,18,0,7,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,0,0,11,0,0,1,0,0,0,0,0,0,0,0,1
Zotu10067,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0
Zotu10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Zotu10069,0,6,84,0,2,1,0,2,2,1,0,0,0,4,0,0,6,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1
Zotu1007,0,10,4,0,10,6,0,5,9,0,3,16,1,2,11,0,10,5,0,12,16,0,6,16,0,11,18,2,11,10,1,12,9,0,20,23,0,6,12,0,11,0,0,8,6,0,2,25,1,20,22,2,8,3
Zotu10070,4,1,3,0,0,0,6,0,0,3,1,0,3,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,1,0,4,0,0,1,0,0,3,0,0,3,2,0,15,0,1
Zotu10071,9,1,15,10,0,0,2,0,0,4,0,0,2,1,0,6,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,8,0,0,1,0,0,3,0,0,1,0,0
Zotu10072,0,2,0,0,1,0,0,14,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,16,0,0,0,0,3,0,0,2,5,0,3,0,0,2,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0
Zotu10073,0,7,1,0,8,0,0,1,0,0,9,0,0,2,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,10,0,4,0,0,2,0,0,9,2,0,2,2,0,7,0,0,13,0
Zotu10074,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Zotu10075,3,0,0,1,2,1,1,0,0,0,0,0,2,2,0,7,2,0,0,0,0,1,0,0,6,1,0,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,1,1,2,0,4,0,0,1,0,0
Zotu10076,0,6,0,0,7,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,11,10,0,4,0,0,2,0,0,6,0,0,1,0,0,8,0,0,6,0
Zotu10077,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,1,9,0,0,0,0,2,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Zotu10078,0,0,0,0,3,5,0,1,2,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0
Zotu10079,0,7,0,0,2,0,0,1,0,0,1,10,0,2,4,0,1,0,0,2,0,0,3,0,0,1,0,0,0,0,0,4,3,0,1,0,0,1,0,0,8,0,0,0,1,0,1,3,0,2,8,0,1,4
Zotu1008,0,0,7,0,0,6,0,0,6,0,1,12,0,0,25,0,1,14,0,13,19,0,0,19,0,1,7,0,1,28,0,5,18,0,3,20,0,1,2,0,0,16,0,0,2,0,3,34,0,0,11,0,1,16
Zotu10080,0,5,0,0,14,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,16,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10081,0,0,0,0,0,0,0,2,0,0,0,1,1,0,3,0,2,0,1,1,1,0,1,6,0,2,3,0,1,2,0,1,0,0,5,0,0,4,0,0,0,0,0,1,2,0,3,5,0,4,2,0,0,0
Zotu10082,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,1,0,1,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0
Zotu10083,0,0,0,0,1,0,0,1,0,0,9,1,0,1,53,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,27,0,0,9,0,0,1,0,0,31,0
Zotu10084,0,6,0,0,5,1,0,2,9,0,5,5,0,2,9,0,10,14,0,7,1,1,4,3,0,3,0,0,9,8,0,10,0,0,4,5,0,14,26,0,1,19,1,6,16,0,1,2,0,4,0,0,11,0
Zotu10085,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,1,0,1,1,2,0,2,0,0,4,1,0,0,0,2,0,0,0,0,3,4,1,0,0,2,1,0,2,9,0
Zotu10086,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
Zotu10087,0,0,1,6,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,1,0,5,1,0,1
Zotu10088,0,0,0,2,0,0,0,0,0,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,5,1,0,0,0,0,4,0,0
Zotu10089,2,0,0,0,0,0,19,0,0,1,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,2,23,0,3,28,0,0,5,0,0,4,0,0,0,0,0
Zotu1009,1,0,0,18,2,0,26,0,0,3,0,0,0,0,0,25,1,2,15,0,0,15,0,1,13,0,0,2,0,0,7,0,0,9,1,0,40,0,0,1,1,0,0,0,0,1,0,0,100,1,0,8,0,0
Zotu10090,1,0,0,0,4,0,1,7,1,0,17,0,0,0,5,3,2,2,1,3,0,0,39,4,0,8,7,2,1,1,10,0,2,6,0,1,1,3,5,0,0,8,2,13,0,4,1,1,0,17,0,1,2,3
Zotu10091,0,1,0,0,1,0,0,5,0,0,8,0,0,16,0,0,17,0,0,23,0,0,5,0,0,11,0,0,2,0,0,12,0,0,1,0,0,2,47,0,17,0,0,0,0,0,1,0,0,0,0,0,10,1
Zotu10092,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,4,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Zotu10093,0,10,0,0,15,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,10,0,2,0
Zotu10094,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,13,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
Zotu10095,0,3,0,0,0,0,0,1,1,0,4,4,0,3,0,0,0,0,0,8,1,0,1,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0,2,0,0,1,0,0,1,3
Zotu10096,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,8,0,0,2,0,0,5,0,1,3,4,0,2,0,0,2,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6,5
Zotu10097,2,1,10,0,1,2,1,3,3,1,0,3,0,1,1,0,0,0,0,2,5,2,2,1,0,3,0,1,3,0,1,9,0,7,0,0,3,1,3,0,1,2,0,0,2,2,1,2,0,3,5,0,1,2
Zotu10098,10,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu10099,0,0,0,0,0,0,4,0,0,2,2,0,3,2,0,11,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,11,1,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0
Zotu101,9,1,0,14,2,3,76,1,0,3,0,0,301,180,0,1,3,0,13,0,3,82,1,0,54,9,0,2,0,0,3,1,0,2,1,0,192,6,0,119,0,0,92,2,0,1,2,1,41,8,0,9,0,0
Zotu1010,1,21,7,0,14,3,2,7,7,0,10,8,0,6,12,0,22,9,0,35,4,0,18,8,0,33,8,0,12,3,1,24,16,0,11,16,0,17,11,0,34,21,1,13,10,0,24,0,0,14,3,1,12,9
Zotu10100,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,2,3,0,1,0,0,3,0
Zotu10101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
