SampleID	Env	SourceSink	id
WC8Mb	bian	Source	6
WC9Mb	bian	Source	6
WC10Mb	bian	Source	6
WC31Hb	bian	Source	6
WC32Hb	bian	Source	6
W12t6c	chang	Sink	6
WC8Ml	fei	Source	6
WC9Ml	fei	Source	6
WC10Ml	fei	Source	6
WC31Hl	fei	Source	6
WC32Hl	fei	Source	6
WC8Mc	chang	Source	6
WC9Mc	chang	Source	6
WC10Mc	chang	Source	6
WC31Hc	chang	Source	6
WC32Hc	chang	Source	6
