SampleID	Env	SourceSink	id
WC9Mb	bian	Source	13
WC10Mb	bian	Source	13
WC31Hb	bian	Source	13
WC32Hb	bian	Source	13
WC33Hb	bian	Source	13
WC8Mc	chang	Sink	13
WC9Ml	fei	Source	13
WC10Ml	fei	Source	13
WC31Hl	fei	Source	13
WC32Hl	fei	Source	13
WC33Hl	fei	Source	13
WC9Mc	chang	Source	13
WC10Mc	chang	Source	13
WC31Hc	chang	Source	13
WC32Hc	chang	Source	13
WC33Hc	chang	Source	13
