SampleID	Env	SourceSink	id
WC8Mb	bian	Source	2
WC10Mb	bian	Source	2
WC31Hb	bian	Source	2
WC32Hb	bian	Source	2
WC33Hb	bian	Source	2
W12t2c	chang	Sink	2
WC8Ml	fei	Source	2
WC10Ml	fei	Source	2
WC31Hl	fei	Source	2
WC32Hl	fei	Source	2
WC33Hl	fei	Source	2
WC8Mc	chang	Source	2
WC10Mc	chang	Source	2
WC31Hc	chang	Source	2
WC32Hc	chang	Source	2
WC33Hc	chang	Source	2
