SampleID	Env	SourceSink	id
WC8Mb	bian	Source	18
WC9Mb	bian	Source	18
WC10Mb	bian	Source	18
WC31Hb	bian	Source	18
WC32Hb	bian	Source	18
WC33Hc	chang	Sink	18
WC8Ml	fei	Source	18
WC9Ml	fei	Source	18
WC10Ml	fei	Source	18
WC31Hl	fei	Source	18
WC32Hl	fei	Source	18
WC8Mc	chang	Source	18
WC9Mc	chang	Source	18
WC10Mc	chang	Source	18
WC31Hc	chang	Source	18
WC32Hc	chang	Source	18
