SampleID	Env	SourceSink	id
WC8Mb	bian	Source	4
WC9Mb	bian	Source	4
WC10Mb	bian	Source	4
WC32Hb	bian	Source	4
WC33Hb	bian	Source	4
W12t4c	chang	Sink	4
WC8Ml	fei	Source	4
WC9Ml	fei	Source	4
WC10Ml	fei	Source	4
WC32Hl	fei	Source	4
WC33Hl	fei	Source	4
WC8Mc	chang	Source	4
WC9Mc	chang	Source	4
WC10Mc	chang	Source	4
WC32Hc	chang	Source	4
WC33Hc	chang	Source	4
