	W12t1c	W12t2c	W12t3c	W12t4c	W12t5c	W12t6c	W48t21c	W48t22c	W48t23c	W48t24c	W48t25c	W48t26c	WC10Mb	WC10Mc	WC10Ml	WC31Hb	WC31Hc	WC31Hl	WC32Hb	WC32Hc	WC32Hl	WC33Hb	WC33Hc	WC33Hl	WC8Mb	WC8Mc	WC8Ml	WC9Mb	WC9Mc	WC9Ml
Zotu17281	1	3	4	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu17282	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17283	2	0	0	0	0	0	16	2	1	3	0	0	0	0	27	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
Zotu17284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17285	0	0	38	1	0	0	0	13	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0
Zotu17286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17288	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	2	0
Zotu17289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1729	0	1	2	1	33	0	1	1	1	0	0	0	19	7	0	4	0	0	14	0	0	8	2	0	149	0	0	13	0	0
Zotu17290	13	1	0	0	2	5	35	4	0	0	13	1	0	4	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0
Zotu17291	23	10	11	13	2	6	2	4	12	6	5	13	0	0	0	0	16	1	0	8	1	0	4	43	0	18	1	0	0	11
Zotu17292	1	0	7	0	0	22	0	0	0	0	1	2	0	3	0	0	0	0	0	19	0	0	0	0	0	0	0	0	1	0
Zotu17293	1	1	1	1	0	3	1	0	0	0	2	4	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0
Zotu17294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Zotu17295	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	1	0	0	0
Zotu17296	0	0	2	1	0	0	1	1	0	1	1	23	0	0	29	0	0	0	0	0	1	0	0	0	0	1	12	0	5	0
Zotu17297	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	2
Zotu17298	7	10	1	1	1	8	1	4	2	4	29	0	0	2	5	0	2	9	0	1	1	0	16	22	1	1	0	0	13	0
Zotu17299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu173	2	0	4	18	19	2	1	1	1	6	2	0	39	3	0	41	5	0	98	0	0	42	7	0	19	1	0	71	1	0
Zotu1730	2	2	1	0	2	3	5	1	2	0	5	0	0	3	0	1	2	0	0	2	4	0	3	14	0	4	0	0	1	8
Zotu17300	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17301	4	0	3	1	0	0	0	0	0	0	0	2	0	4	0	0	2	0	0	4	0	0	1	6	0	3	0	0	0	0
Zotu17302	1	1	0	10	4	6	0	0	0	1	1	11	0	1	0	0	0	0	1	13	0	0	1	14	0	0	0	0	3	1
Zotu17303	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	8	3	0	8	0	0	1	0	0	0	2	0
Zotu17304	1	0	17	0	0	0	0	0	1	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0
Zotu17305	0	0	0	1	0	1	0	0	0	1	0	0	15	5	0	3	0	0	0	0	0	0	0	0	22	0	0	0	0	0
Zotu17306	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17308	0	0	0	0	1	1	0	3	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	6	1	0	3	0
Zotu17309	0	0	7	19	0	0	0	1	8	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
Zotu1731	3	1	2	3	0	0	1	0	2	2	3	0	29	4	2	3	1	0	1	5	0	0	5	0	0	5	0	2	0	0
Zotu17310	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1
Zotu17311	8	3	1	3	4	3	0	0	1	1	0	6	0	2	0	0	2	0	0	8	0	0	8	0	0	6	4	1	6	13
Zotu17312	9	0	1	1	0	0	0	0	1	0	0	1	0	5	1	0	0	2	0	3	0	0	5	0	0	0	0	0	4	0
Zotu17313	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17314	0	0	2	0	4	0	0	1	2	1	0	1	0	1	0	0	0	0	0	3	0	6	1	0	0	1	0	0	2	0
Zotu17315	0	9	1	1	3	0	0	8	0	0	0	0	1	0	0	1	6	0	1	1	0	1	0	1	0	0	0	0	0	0
Zotu17316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu17317	1	0	1	1	10	2	0	1	0	2	2	1	1	0	8	7	1	1	16	0	0	5	1	1	66	2	0	2	1	4
Zotu17318	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17319	0	0	12	0	1	0	0	3	0	5	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	5	0	3	9
Zotu1732	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	7	1	0	1	0	0	0	0	0	4	0	0
Zotu17320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17321	5	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	0	0	2	0
Zotu17322	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu17323	0	2	0	4	0	0	0	0	0	0	4	1	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu17324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17325	0	0	8	0	0	0	1	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1
Zotu17326	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0
Zotu17327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17329	0	4	0	5	8	2	4	1	3	7	11	7	0	5	0	0	4	0	0	6	1	0	3	0	0	16	1	0	12	15
Zotu1733	0	0	1	2	28	2	0	0	0	0	2	3	0	1	0	0	1	0	1	0	0	0	1	0	6	0	1	0	1	1
Zotu17330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17332	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	21	0	0	0	0	5	0	0	7	0	0	0	14
Zotu17333	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu17334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17335	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	52
Zotu17336	0	0	0	2	2	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	7	0	0	3	0	0	1	0	0
Zotu17337	0	0	2	1	1	2	0	0	0	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1
Zotu17338	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
Zotu17339	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1734	4	2	1	0	2	1	3	2	0	3	6	6	0	3	5	0	2	10	0	1	2	0	3	14	0	3	20	1	5	5
Zotu17340	24	9	13	10	7	10	2	5	7	3	0	13	0	9	0	0	7	0	1	10	2	0	5	5	0	4	1	0	13	12
Zotu17341	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0
Zotu17342	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17343	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Zotu17344	0	0	20	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
Zotu17345	61	21	24	30	12	50	81	30	92	55	89	71	3	39	38	0	42	4	3	60	1	0	61	4	3	72	2	18	36	5
Zotu17346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17347	5	0	1	2	0	1	0	3	3	0	2	2	0	3	0	0	2	6	0	2	0	0	5	0	0	0	0	0	2	0
Zotu17348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17349	3	0	0	3	1	0	0	0	0	0	3	0	106	10	0	6	0	1	0	0	0	3	1	0	0	2	0	0	0	0
Zotu1735	1	0	1	0	0	0	4	0	5	1	0	0	0	4	1	0	2	0	2	2	0	0	1	3	0	3	0	0	1	1
Zotu17350	2	0	0	2	0	2	1	0	0	0	0	6	1	1	0	0	6	1	0	0	0	0	2	14	0	0	12	0	1	0
Zotu17351	1	0	0	3	0	0	0	0	0	0	3	0	0	1	0	0	3	5	0	0	2	0	1	0	0	3	8	0	0	0
Zotu17352	0	0	0	2	0	0	0	0	0	0	0	0	0	0	28	0	0	25	0	0	17	0	1	16	0	0	62	1	0	24
Zotu17353	0	4	33	0	0	16	0	0	0	0	0	1	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	1	1
Zotu17354	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17355	2	3	0	0	0	0	2	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	1	1	0	0	0
Zotu17356	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17357	12	4	4	1	0	2	10	0	4	4	1	2	0	0	0	0	1	0	0	0	0	1	6	0	0	2	0	0	2	0
Zotu17358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1736	6	8	6	5	1	3	4	3	0	1	3	2	0	1	1	0	0	4	1	4	2	0	15	4	0	8	0	0	8	5
Zotu17360	8	0	3	0	0	8	13	9	5	0	4	5	0	4	0	0	7	1	0	4	0	0	1	0	0	5	1	2	3	26
Zotu17361	0	1	0	2	2	0	0	0	0	3	0	0	1	1	0	0	0	0	1	1	0	2	1	0	0	0	0	0	1	5
Zotu17362	10	2	8	5	4	4	0	2	3	1	1	12	0	2	0	0	11	0	0	5	0	0	3	35	0	11	0	0	0	13
Zotu17363	24	4	10	29	5	31	23	30	30	2	1	42	4	22	3	0	37	3	0	34	0	1	29	0	0	42	53	0	31	6
Zotu17364	0	0	3	0	0	2	2	3	0	2	3	20	0	0	0	0	0	1	0	0	0	0	1	0	1	4	9	0	0	0
Zotu17365	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	9	0	0	2	0	0	1	0	0
Zotu17366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17367	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17368	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17369	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu1737	0	0	0	0	0	2	0	0	0	1	1	0	0	2	0	1	0	1	1	0	1	4	1	0	1	1	2	2	0	0
Zotu17370	0	0	1	1	0	0	5	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu17371	13	0	7	1	2	5	10	2	2	17	9	3	0	4	10	0	6	0	0	7	16	1	5	2	0	8	6	1	0	1
Zotu17372	4	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Zotu17373	0	0	32	3	0	1	1	15	1	15	0	8	0	1	1	0	7	4	0	5	4	0	0	1	0	0	1	0	10	4
Zotu17374	13	48	5	8	3	0	1	0	3	0	1	2	0	2	0	0	7	0	0	0	58	0	5	0	0	0	0	0	0	0
Zotu17375	1	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17377	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0
Zotu17378	0	0	3	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0
Zotu17379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1738	0	0	0	0	7	65	1	1	0	0	0	0	6	5	0	14	0	0	0	0	0	0	0	0	5	0	0	18	0	0
Zotu17380	0	2	0	2	9	0	0	4	1	0	0	3	25	2	1	68	3	0	26	2	0	158	26	0	26	0	0	28	0	0
Zotu17381	0	10	10	11	1	1	35	6	2	0	1	5	1	21	0	0	3	0	0	20	0	0	11	0	0	0	15	1	6	1
Zotu17382	18	5	5	0	0	5	0	0	0	1	2	2	0	4	0	0	7	0	0	2	0	0	10	0	0	18	34	1	0	0
Zotu17383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17385	1	1	1	0	0	3	3	1	3	1	0	4	0	1	0	0	2	0	1	4	0	0	3	0	0	8	0	0	0	0
Zotu17386	5	7	1	4	1	3	3	1	0	0	1	1	0	6	5	0	3	0	0	1	5	4	7	0	0	12	5	0	6	1
Zotu17387	0	0	1	0	1	0	3	0	2	1	0	0	1	1	0	2	3	1	0	1	0	0	4	1	0	0	1	0	0	2
Zotu17388	4	3	0	1	0	2	0	1	1	2	2	2	0	4	3	0	2	0	0	4	0	0	0	0	0	3	10	0	1	0
Zotu17389	0	0	0	3	0	0	0	0	0	0	0	0	13	0	0	3	0	0	1	0	0	0	3	0	0	0	0	5	0	0
Zotu1739	0	0	0	1	1	0	0	0	0	6	2	0	0	0	2	0	0	20	0	0	12	0	0	62	0	0	20	0	0	18
Zotu17390	4	0	4	0	0	1	3	0	2	1	1	0	0	3	0	0	4	0	0	4	14	1	4	0	0	4	0	0	1	2
Zotu17391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	16	5	0	0	0	0	39	0	0	0
Zotu17392	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0
Zotu17393	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
Zotu17394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	2	0	0	11	0	0	0	0	0	0
Zotu17395	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	13	0	0	4	0	0	10	1	0	1	0	0	1	0	0
Zotu17396	10	1	0	0	1	0	0	0	8	0	5	0	0	0	0	0	1	7	0	0	0	0	1	0	0	0	0	0	0	0
Zotu17397	0	3	0	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu17398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17399	2	0	0	0	0	0	36	0	21	15	0	19	1	10	2	0	15	2	0	24	3	0	2	53	1	0	0	0	1	0
Zotu174	0	4	1	12	28	1	0	7	0	1	1	0	58	9	0	53	2	2	88	0	0	39	4	0	23	1	0	88	1	0
Zotu1740	6	3	1	0	3	2	2	100	7	7	3	1	0	1	0	0	4	0	0	7	0	0	3	0	0	1	0	0	4	0
Zotu17400	0	0	0	4	3	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17401	1	0	2	3	3	4	0	3	6	0	18	0	15	0	4	8	4	1	21	5	1	17	0	0	15	2	3	19	0	1
Zotu17402	1	7	0	0	0	0	3	1	0	0	0	1	3	1	0	1	0	0	1	0	0	4	4	0	0	0	0	0	1	0
Zotu17403	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	5	0	0	5	0	0	1	0	0	27	0	0	2
Zotu17404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17405	14	0	6	1	0	4	0	8	2	4	7	1	0	3	0	0	4	0	0	1	0	0	3	0	0	5	0	0	6	0
Zotu17406	0	6	0	0	0	0	17	0	8	0	11	2	0	4	0	0	0	0	0	1	0	0	2	0	2	0	17	0	0	0
Zotu17407	8	0	0	0	0	0	0	0	0	8	1	1	1	2	1	4	4	0	1	0	0	1	1	0	0	2	1	0	0	1
Zotu17408	0	1	0	1	5	3	0	0	0	1	0	0	11	1	1	4	0	0	1	4	0	0	3	0	0	2	1	0	0	0
Zotu17409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1741	0	0	0	0	1	0	6	0	0	0	0	1	0	0	0	2	0	0	5	0	0	3	0	0	19	0	0	7	0	0
Zotu17410	2	1	1	1	0	0	1	0	0	0	1	2	0	7	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	1
Zotu17411	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu17412	34	24	0	12	0	0	0	0	7	7	0	1	0	0	12	0	0	7	0	0	0	0	1	0	0	0	0	0	1	0
Zotu17413	1	0	1	5	3	8	0	5	2	3	14	1	1	5	11	0	3	1	0	6	6	0	11	2	0	2	4	0	8	1
Zotu17414	0	0	0	0	0	0	0	1	0	0	0	3	3	0	0	5	0	0	2	0	0	0	0	0	0	0	0	2	0	0
Zotu17415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17416	1	0	1	0	0	2	0	3	0	2	1	0	0	0	0	0	1	0	0	0	7	0	1	0	0	0	0	0	0	0
Zotu17417	3	0	0	1	0	0	0	0	1	0	3	0	0	0	10	0	2	0	0	0	4	0	0	0	0	0	0	0	0	1
Zotu17418	0	2	3	0	1	0	0	3	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	1
Zotu17419	0	7	5	7	1	1	1	2	0	0	6	2	0	1	0	0	0	0	1	2	0	1	4	0	0	2	0	0	10	0
Zotu1742	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17420	2	0	1	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	1	3	0	0	1	0	0	1	16	0	0	0
Zotu17421	0	0	0	2	0	2	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	0	3	2
Zotu17422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17423	4	1	0	3	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1
Zotu17424	0	0	32	1	2	2	0	20	2	10	1	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	12	6
Zotu17425	0	0	15	0	0	0	0	5	0	8	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	6	0
Zotu17426	8	4	5	4	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	7	10	0	5	0	1	11	0
Zotu17427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17429	0	0	29	0	6	7	0	15	1	15	1	28	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	34	1
Zotu1743	0	1	3	6	0	1	0	3	1	1	0	0	1	0	0	0	0	0	0	1	0	51	3	0	1	0	0	0	0	0
Zotu17430	0	0	9	0	0	1	0	2	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	0
Zotu17431	0	0	19	0	1	0	4	10	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	6	1
Zotu17432	10	3	3	1	0	1	0	3	1	4	13	3	0	2	16	0	2	0	0	8	0	0	1	8	0	1	0	0	0	0
Zotu17433	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	2	0	0
Zotu17434	2	0	19	0	0	1	0	7	5	11	0	5	2	1	7	0	2	5	1	2	13	14	4	1	7	0	3	0	2	3
Zotu17435	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	2	2	0	0	3	0	0	0
Zotu17436	24	0	0	12	30	11	17	8	20	12	0	36	0	16	0	0	12	0	0	0	0	0	0	0	0	8	0	0	1	0
Zotu17437	1	0	1	0	0	0	2	1	3	0	0	0	0	1	0	0	2	2	0	1	1	0	1	0	0	1	0	0	0	0
Zotu17438	0	0	7	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0
Zotu17439	1	0	7	11	0	1	1	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
Zotu1744	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	41	0	0	7	0	0	14	0	0	2	0	0	5	0	0
Zotu17440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Zotu17441	0	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0
Zotu17442	3	2	0	1	6	5	10	1	1	0	1	4	0	1	24	0	2	0	0	0	10	0	3	0	0	0	0	0	1	0
Zotu17443	1	0	6	7	0	0	0	0	0	0	0	0	0	2	17	0	0	1	0	0	4	0	0	0	0	0	0	0	5	0
Zotu17444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17445	0	5	0	0	0	1	0	1	2	0	0	0	0	2	7	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0
Zotu17446	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17447	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17448	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu17449	3	6	1	0	0	2	0	0	3	8	0	0	0	5	1	0	0	0	0	0	0	0	1	0	0	6	0	0	2	0
Zotu1745	1	0	2	1	0	0	0	1	2	0	7	4	0	7	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	9
Zotu17450	1	0	12	0	0	1	0	0	1	0	3	0	1	0	0	0	4	1	0	0	0	0	15	0	0	0	0	0	22	0
Zotu17451	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	31	0	0	0	0	0	1	0	0	0	0
Zotu17452	4	0	2	1	3	0	0	1	0	3	3	1	1	0	2	1	1	0	1	2	4	0	0	0	2	1	1	0	0	0
Zotu17453	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17455	0	1	0	1	1	0	0	1	3	0	0	0	0	4	1	0	1	0	0	2	4	0	1	0	0	0	0	0	0	1
Zotu17456	1	4	10	0	1	14	18	3	5	0	11	6	0	5	21	0	14	13	0	11	0	1	2	3	0	7	8	1	1	1
Zotu17457	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	4	1	0	0	2	0	0	6	0	0	0	0	0	0	0
Zotu17458	3	0	0	0	1	0	0	0	1	1	0	0	2	0	0	0	5	1	1	0	0	0	0	0	0	0	0	2	0	0
Zotu17459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1746	0	2	1	0	0	0	1	3	2	1	1	0	0	0	1	0	1	1	1	3	0	1	4	0	1	4	0	0	1	2
Zotu17460	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17461	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	3	0	0	0	1	0	3	0	0	0	2	0	0	0
Zotu17462	0	0	25	1	1	2	5	3	2	8	0	4	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	3	0
Zotu17463	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu17464	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17466	26	38	29	7	3	3	57	4	19	28	33	14	0	15	11	0	17	1	1	0	0	0	28	0	1	26	0	4	0	0
